"item_id","name","icon_id","confirmations","status","updated_at"
1487,"Soft Wicker Sleeves +4",634,2,"emerging","2026-09-16 00:40:14"
1488,"Soft Wicker Wristbands",637,1,"unverified","2026-09-16 00:40:14"
1489,"Soft Wicker Gloves +4",636,2,"emerging","2026-09-16 00:40:14"
1490,"Soft Wicker Leggings",635,2,"emerging","2026-09-16 00:40:14"
1491,"Soft Wicker Boots",633,1,"unverified","2026-09-16 00:40:14"
1492,"Bamboo Splint Coif +4",625,1,"unverified","2026-09-16 00:40:14"
1495,"Bamboo Splint Coat +1",538,1,"unverified","2026-09-15 20:40:33"
1497,"Bamboo Splint Cape +4",661,1,"unverified","2026-09-15 21:36:23"
1498,"Bamboo Splint Skirt +3",562,1,"unverified","2026-09-16 00:40:14"
1499,"Bamboo Splint Sleeves +4",543,1,"unverified","2026-09-15 21:36:23"
1508,"Cold Iron Helm +4",550,1,"unverified","2026-09-16 00:40:14"
1520,"Pit Fighter Handwraps",517,1,"unverified","2026-09-15 21:36:23"
1525,"Bathide Wristband +4",638,1,"unverified","2026-09-16 00:40:14"
1526,"Cloak of the Forlorn +4",656,1,"unverified","2026-09-15 20:40:33"
1527,"Neriak Ceremonial Robe",1126,2,"disputed","2026-09-16 00:40:14"
1528,"Azzar's Dreadful Hat +4",1121,2,"emerging","2026-09-16 00:40:14"
1534,"Leatherfoot Sandals +1",558,1,"unverified","2026-09-15 20:40:33"
1535,"Brewer's Mesh Cloak",657,1,"unverified","2026-09-15 20:40:33"
1536,"Bloodstar Pendant +2",1049,1,"unverified","2026-09-15 20:40:33"
1537,"Skinner's Belt +2",563,1,"unverified","2026-09-15 20:40:33"
1538,"Earring of Bashing",752,1,"unverified","2026-09-15 20:40:33"
1539,"Triumphant Mask +1",1063,1,"unverified","2026-09-15 20:40:33"
1540,"Ring of Pureblood +2",880,1,"unverified","2026-09-15 20:40:33"
1541,"Hotof's Bracer +4",521,1,"unverified","2026-09-15 20:40:33"
1542,"Pauldrons of Power",668,1,"unverified","2026-09-15 20:40:33"
1543,"Icebelt +1",718,1,"unverified","2026-09-15 20:40:33"
1544,"Darkbrood Mask +4",770,1,"unverified","2026-09-15 20:40:33"
1545,"Engineer's Ring +2",616,1,"unverified","2026-09-15 20:40:33"
1546,"Cloak of Scales +2",657,1,"unverified","2026-09-15 20:40:33"
1594,"Pouch of Red Dust",582,2,"emerging","2026-09-16 00:40:14"
1595,"Thick Caustic Fluid",698,4,"emerging","2026-09-16 00:40:14"
1644,"Loam Encrusted Robe +4",838,1,"unverified","2026-09-15 20:40:33"
1648,"Loam Encrusted Sleeves +4",634,2,"emerging","2026-09-15 21:36:23"
1649,"Loam Encrusted Bracelet +4",637,2,"emerging","2026-09-16 00:40:14"
1757,"Soiled Evoker's Robe +4",941,1,"unverified","2026-09-16 00:40:14"
1760,"Violet Flame Lantern +1",685,1,"unverified","2026-09-15 20:40:33"
1761,"Kobold Molar",802,3,"emerging","2026-09-16 00:40:14"
1767,"Krode's Shawl +4",662,1,"unverified","2026-09-16 00:40:14"
1871,"Ebon Scythe +4",579,1,"unverified","2026-09-15 20:40:33"
1876,"Silver Plated War Sword +4",906,2,"emerging","2026-09-15 21:36:23"
1880,"Pristine Studded Leather Tunic +4",632,4,"emerging","2026-09-16 00:40:14"
1881,"Pristine Studded Leather Bracer +1",637,1,"unverified","2026-09-16 00:40:14"
1882,"Pristine Studded Leather Leggings +4",635,3,"emerging","2026-09-16 00:40:14"
1883,"Pristine Studded Leather Boots +4",633,3,"emerging","2026-09-16 00:40:14"
1884,"Pristine Studded Leather Sleeves +4",634,3,"emerging","2026-09-16 00:40:14"
1885,"Pristine Studded Leather Gloves +4",636,3,"emerging","2026-09-16 00:40:14"
1890,"Vial of Noble's Blood",1157,2,"emerging","2026-09-15 20:58:59"
1891,"Noble's Robes +4",929,3,"emerging","2026-09-16 00:40:14"
1903,"Cutthroat Insignia Ring +2",674,1,"unverified","2026-09-16 00:40:14"
2012,"Leather Boots",633,1,"unverified","2026-09-15 20:58:59"
2039,"Steel Torque +2",643,1,"unverified","2026-09-16 00:40:14"
2137,"Raw-Hide Skullcap +4",640,3,"emerging","2026-09-16 00:40:14"
2138,"Raw-Hide Mask",771,2,"disputed","2026-09-16 00:40:14"
2139,"Raw-Hide Gorget +4",643,3,"emerging","2026-09-16 00:40:14"
2140,"Raw-Hide Tunic +4",632,2,"emerging","2026-09-16 00:40:14"
2141,"Raw-Hide Shoulderpads +4",668,4,"emerging","2026-09-16 00:40:14"
2142,"Raw-Hide Cloak +4",660,3,"emerging","2026-09-16 00:40:14"
2143,"Raw-Hide Belt +4",564,3,"emerging","2026-09-16 00:40:14"
2144,"Raw-Hide Sleeves +4",634,2,"emerging","2026-09-16 00:40:14"
2145,"Raw-Hide Wristbands",637,1,"unverified","2026-09-16 00:40:14"
2146,"Raw-Hide Gloves +4",636,2,"emerging","2026-09-16 00:40:14"
2147,"Raw-Hide Leggings +1",635,2,"disputed","2026-09-16 00:40:14"
2148,"Raw-Hide Boots +4",633,2,"emerging","2026-09-16 00:40:14"
2280,"Split Paw Hide Gloves",636,2,"emerging","2026-09-16 00:40:14"
2281,"Split Paw Hide Tunic",632,2,"emerging","2026-09-16 00:40:14"
2282,"Split Paw Hide Mask",771,2,"emerging","2026-09-16 00:40:14"
2283,"Split Paw Hide Belt",564,1,"unverified","2026-09-16 00:40:14"
2291,"Withered Leather Gloves",636,1,"unverified","2026-09-15 20:40:33"
2294,"Withered Leather Skullcap",640,1,"unverified","2026-09-15 20:40:33"
2299,"Legionnaire's Bracer +4",637,3,"emerging","2026-09-16 00:40:14"
2301,"Bracers of Battle +4",637,2,"emerging","2026-09-16 00:40:14"
2304,"Spiked Collar",643,1,"unverified","2026-09-16 00:40:14"
2305,"Snakeskin Gloves +2",636,1,"unverified","2026-09-16 00:40:14"
2311,"Leering Mask +4",771,1,"unverified","2026-09-15 20:40:33"
2316,"Studded Leather Collar",643,1,"unverified","2026-09-15 21:36:23"
2319,"Black Silk Gloves +4",636,3,"emerging","2026-09-16 00:40:14"
2330,"Lizardskin Tribal Mask +4",771,1,"unverified","2026-09-15 20:58:59"
2332,"Lizardscale Cloak +4",841,1,"unverified","2026-09-15 20:58:59"
2333,"Nightmare Hide +4",556,3,"emerging","2026-09-15 21:36:23"
2356,"Radiant Gloves +4",636,1,"unverified","2026-09-15 20:40:33"
2361,"Fire Goblin Skin +2",555,1,"unverified","2026-09-15 21:36:23"
2362,"Frost Goblin Skin",835,2,"emerging","2026-09-16 00:40:14"
2406,"Thick Banded Belt +4",549,1,"unverified","2026-09-16 00:40:14"
2413,"Hilt of the Nobleman",6770,1,"unverified","2026-09-15 21:36:23"
2427,"Preserved Hops",571,1,"unverified","2026-09-15 21:36:23"
2465,"Elf-Hide Gloves +1",636,1,"unverified","2026-09-15 20:58:59"
2468,"Executioners Hood",664,1,"unverified","2026-09-16 00:40:14"
2469,"Guise of the Deceiver",771,2,"emerging","2026-09-16 00:40:14"
2470,"Thick Leather Apron +4",6037,1,"unverified","2026-09-16 00:40:14"
2569,"Forlorn Totem of Rolfron Zek +1",894,1,"unverified","2026-09-16 00:40:14"
2742,"Brell's Girdle +4",563,1,"unverified","2026-09-15 20:40:33"
2916,"Belt of the Pine +1",563,3,"emerging","2026-09-16 00:40:14"
2917,"Belt of Tranquility +1",563,2,"emerging","2026-09-16 00:40:14"
2918,"Belt of Iniquity",563,2,"emerging","2026-09-16 00:40:14"
2919,"Belt of Virtue",563,3,"emerging","2026-09-16 00:40:14"
2920,"Belt of Concordance",563,3,"emerging","2026-09-16 00:40:14"
2921,"Belt of Contention +1",563,2,"emerging","2026-09-16 00:40:14"
2922,"Belt of Transience",563,2,"emerging","2026-09-16 00:40:14"
2923,"White Satin Gloves",517,2,"emerging","2026-09-16 00:40:14"
2924,"Weight of the Gods",642,2,"emerging","2026-09-16 00:40:14"
3042,"Blackened Iron Collar +4",627,2,"emerging","2026-09-15 21:36:23"
3043,"Blackened Iron Mail +4",538,2,"emerging","2026-09-15 21:36:23"
3044,"Blackened Iron Spaulder +4",668,2,"emerging","2026-09-15 21:36:23"
3045,"Sleek Black Cape +4",661,2,"emerging","2026-09-15 21:36:23"
3046,"Blackened Iron Waistband +4",562,2,"emerging","2026-09-15 21:36:23"
3047,"Blackened Iron Armplates +4",543,2,"emerging","2026-09-15 21:36:23"
3048,"Blackened Iron Bracers +4",620,2,"emerging","2026-09-15 21:36:23"
3049,"Blackened Iron Gloves +4",846,2,"emerging","2026-09-15 21:36:23"
3050,"Blackened Iron Legplates +4",845,2,"emerging","2026-09-15 21:36:23"
3051,"Blackened Iron Boots +4",844,2,"emerging","2026-09-15 21:36:23"
3101,"Ringmail Coif +4",625,3,"disputed","2026-09-16 00:40:14"
3102,"Iron Visor +4",770,4,"emerging","2026-09-16 00:40:14"
3103,"Ringmail Neckguard +4",627,3,"emerging","2026-09-16 00:40:14"
3104,"Ringmail Coat +4",538,3,"emerging","2026-09-16 00:40:14"
3105,"Ringmail Mantle +4",769,3,"emerging","2026-09-16 00:40:14"
3106,"Ringmail Cape +4",661,4,"emerging","2026-09-16 00:40:14"
3107,"Ringmail Skirt +4",562,2,"emerging","2026-09-16 00:40:14"
3108,"Ringmail Sleeves +4",543,4,"emerging","2026-09-16 00:40:14"
3109,"Ringmail Bracelet +4",620,3,"emerging","2026-09-16 00:40:14"
3110,"Ringmail Gloves +4",526,4,"emerging","2026-09-16 00:40:14"
3111,"Ringmail Pants +4",540,3,"emerging","2026-09-16 00:40:14"
3112,"Ringmail Boots +4",545,3,"emerging","2026-09-16 00:40:14"
3119,"Small Ringmail Belt +4",562,4,"emerging","2026-09-16 00:40:14"
3131,"Large Ringmail Belt +1",562,1,"unverified","2026-09-16 00:40:14"
3302,"Barbed Armplates +4",543,1,"unverified","2026-09-15 20:40:33"
3303,"Barbed Legplates +4",540,3,"emerging","2026-09-16 00:40:14"
3307,"Brigandine Tunic",538,1,"unverified","2026-09-16 00:40:14"
3309,"Bloodstained Mantle +4",769,1,"unverified","2026-09-16 00:40:14"
3310,"Dark Mail Gauntlets +2",530,1,"unverified","2026-09-16 00:40:14"
3601,"Blackened Alloy Collar +4",627,2,"emerging","2026-09-15 21:36:23"
3602,"Blackened Alloy Mail +4",538,2,"emerging","2026-09-15 21:36:23"
3604,"Supple Black Cloak +4",661,1,"unverified","2026-09-15 20:40:33"
3605,"Blackened Alloy Waistband +4",562,2,"emerging","2026-09-15 21:36:23"
3606,"Blackened Alloy Armplates +4",543,2,"emerging","2026-09-15 21:36:23"
3607,"Blackened Alloy Bracers",620,1,"unverified","2026-09-15 21:36:23"
3608,"Blackened Alloy Gloves +4",846,1,"unverified","2026-09-15 20:40:33"
3609,"Blackened Alloy Legplates +4",845,2,"emerging","2026-09-15 21:36:23"
3611,"Black Alloy Girdle +4",563,2,"emerging","2026-09-15 21:36:23"
3615,"Black Alloy Medallion +4",753,1,"unverified","2026-09-15 20:40:33"
3617,"Blackened Alloy Longsword +4",590,2,"emerging","2026-09-15 21:36:23"
3626,"Dark Muslin Sash +4",564,1,"unverified","2026-09-15 21:36:23"
3630,"Dark Muslin Leggings +4",635,2,"emerging","2026-09-15 21:36:23"
3801,"Vermiculated Crown",523,1,"unverified","2026-09-16 00:40:14"
3802,"Vermiculated Tunic +4",538,1,"unverified","2026-09-15 20:58:59"
3803,"Vermiculated Armplates",543,1,"unverified","2026-09-16 00:40:14"
3804,"Vermiculated Bracelet +4",620,2,"emerging","2026-09-16 00:40:14"
3805,"Vermiculated Gloves +4",846,1,"unverified","2026-09-15 21:36:23"
3806,"Vermiculated Leggings +1",845,1,"unverified","2026-09-16 00:40:14"
3807,"Vermiculated Boots +2",844,1,"unverified","2026-09-15 20:40:33"
4100,"Basalt Carapace +4",927,2,"emerging","2026-09-16 00:40:14"
4114,"Shin Gauntlets +4",846,2,"emerging","2026-09-16 00:40:14"
4116,"Shin Greaves",845,3,"emerging","2026-09-16 00:40:14"
4201,"Bronze Helm +1",550,2,"emerging","2026-09-16 00:40:14"
4202,"Bronze Mask",772,1,"unverified","2026-09-16 00:40:14"
4203,"Bronze Collar +4",626,3,"emerging","2026-09-16 00:40:14"
4204,"Bronze Breastplate",624,2,"emerging","2026-09-16 00:40:14"
4205,"Bronze Pauldron +4",798,4,"emerging","2026-09-16 00:40:14"
4206,"Splinted Bronze Cloak +4",663,3,"emerging","2026-09-16 00:40:14"
4207,"Bronze Girdle +2",549,2,"emerging","2026-09-16 00:40:14"
4208,"Bronze Vambraces +1",622,2,"disputed","2026-09-16 00:40:14"
4209,"Bronze Bracers +4",516,2,"emerging","2026-09-16 00:40:14"
4210,"Bronze Gauntlets +4",531,3,"emerging","2026-09-16 00:40:14"
4211,"Bronze Greaves +4",540,3,"emerging","2026-09-16 00:40:14"
4212,"Bronze Boots +1",524,2,"emerging","2026-09-16 00:40:14"
4219,"Small Bronze Girdle +4",549,2,"emerging","2026-09-16 00:40:14"
4231,"Large Plate Girdle",549,1,"unverified","2026-09-15 20:40:33"
4301,"Skull-Shaped Barbute",746,1,"unverified","2026-09-16 00:40:14"
4302,"Crested Spaulders +2",798,1,"unverified","2026-09-15 20:40:33"
4309,"Mithril Breastplate +3",624,1,"unverified","2026-09-16 00:40:14"
4342,"Golden Efreeti Chestplate",624,1,"unverified","2026-09-15 20:40:33"
4343,"Golden Efreeti Vambraces",622,1,"unverified","2026-09-15 20:40:33"
4381,"Paineel Platemail Helm",746,1,"unverified","2026-09-15 20:40:33"
4382,"Paineel Steel Mask",772,1,"unverified","2026-09-15 20:58:59"
4385,"Paineel Steel Pauldron",798,1,"unverified","2026-09-15 20:40:33"
4386,"Paineel Splinted Cloak",663,1,"unverified","2026-09-15 20:40:33"
4387,"Paineel Plate Girdle",549,1,"unverified","2026-09-15 20:40:33"
4389,"Paineel Steel Bracers",516,1,"unverified","2026-09-15 20:40:33"
4390,"Paineel Plate Gauntlets +4",531,1,"unverified","2026-09-15 20:40:33"
4391,"Paineel Steel Greaves",540,1,"unverified","2026-09-15 20:40:33"
4394,"Imbued Granite Spaulders +4",798,1,"unverified","2026-09-16 00:40:14"
4402,"Adamantite Epaulets",798,1,"unverified","2026-09-16 00:40:14"
4403,"Enameled Black Chestplate +1",624,1,"unverified","2026-09-15 20:58:59"
4405,"Carnal Pauldrons",798,1,"unverified","2026-09-16 00:40:14"
4406,"Runed Mithril Bracer +3",671,1,"unverified","2026-09-16 00:40:14"
4407,"Golden Efreeti Boots",764,1,"unverified","2026-09-15 20:40:33"
4408,"Golden Chitin Bracer",516,1,"unverified","2026-09-15 20:40:33"
4409,"Brown Chitin Protector",927,1,"unverified","2026-09-15 20:58:59"
4410,"Black Chitin Leggings",540,2,"emerging","2026-09-16 00:40:14"
4411,"Mithril Vambraces +1",623,1,"unverified","2026-09-15 20:40:33"
4501,"Polished Mithril Torque",1046,1,"unverified","2026-09-15 20:40:33"
4505,"Polished Mithril Mask +4",772,1,"unverified","2026-09-15 20:40:33"
4831,"Lustrous Russet Helm +4",746,1,"unverified","2026-09-15 20:40:33"
4832,"Lustrous Russet Breastplate +4",624,1,"unverified","2026-09-15 20:40:33"
4833,"Lustrous Russet Vambraces +4",622,2,"emerging","2026-09-16 00:40:14"
4834,"Lustrous Russet Bracer",516,1,"unverified","2026-09-16 00:40:14"
4835,"Lustrous Russet Gauntlets +4",531,2,"emerging","2026-09-16 00:40:14"
4836,"Lustrous Russet Greaves +2",540,1,"unverified","2026-09-16 00:40:14"
4837,"Lustrous Russet Boots +4",524,2,"emerging","2026-09-16 00:40:14"
4842,"Umbral Platemail Breastplate +4",624,1,"unverified","2026-09-15 20:58:59"
4843,"Umbral Platemail Vambraces +2",622,1,"unverified","2026-09-16 00:40:14"
4844,"Umbral Platemail Bracer +4",516,2,"emerging","2026-09-16 00:40:14"
4846,"Umbral Platemail Greaves",540,1,"unverified","2026-09-16 00:40:14"
4851,"Valorium Helmet +4",746,1,"unverified","2026-09-15 20:40:33"
4852,"Valorium Chestplate +4",624,1,"unverified","2026-09-15 20:58:59"
4853,"Valorium Vambraces",622,2,"emerging","2026-09-16 00:40:14"
4854,"Valorium Bracers",516,1,"unverified","2026-09-16 00:40:14"
4856,"Valorium Greaves +4",540,1,"unverified","2026-09-15 20:40:33"
4861,"Imbrued Platemail Helm",746,1,"unverified","2026-09-16 00:40:14"
4862,"Imbrued Platemail Breastplate +4",624,1,"unverified","2026-09-15 21:36:23"
4863,"Imbrued Platemail Vambraces +4",622,2,"emerging","2026-09-16 00:40:14"
4864,"Imbrued Platemail Bracer +4",516,2,"emerging","2026-09-16 00:40:14"
4865,"Imbrued Platemail Gauntlets +4",531,2,"emerging","2026-09-16 00:40:14"
4866,"Imbrued Platemail Greaves +4",540,2,"emerging","2026-09-16 00:40:14"
4867,"Imbrued Platemail Boots +1",524,1,"unverified","2026-09-16 00:40:14"
4871,"Rune Etched Helm",746,2,"emerging","2026-09-16 00:40:14"
4873,"Rune Etched Vambraces +4",622,2,"emerging","2026-09-16 00:40:14"
4874,"Rune Etched Bracer +4",516,3,"emerging","2026-09-16 00:40:14"
4875,"Rune Etched Gauntlets +4",531,2,"emerging","2026-09-16 00:40:14"
4876,"Rune Etched Greaves +4",540,2,"emerging","2026-09-16 00:40:14"
4877,"Rune Etched Boots +4",524,2,"emerging","2026-09-16 00:40:14"
4881,"Ethereal Mist Helm +4",746,1,"unverified","2026-09-15 20:40:33"
4883,"Ethereal Mist Vambraces +4",622,2,"emerging","2026-09-16 00:40:14"
4884,"Ethereal Mist Bracers",516,1,"unverified","2026-09-16 00:40:14"
4885,"Ethereal Mist Gauntlets +4",531,2,"emerging","2026-09-15 21:36:23"
4886,"Ethereal Mist Greaves",540,1,"unverified","2026-09-16 00:40:14"
